usage_id,customer_id,login_date,session_duration_minutes,features_used,projects_created,ai_requests
515,21031,2023-09-06,66,17,3,93
516,16685,2022-05-29,11,19,15,33
517,36998,2022-11-29,58,18,11,75
518,36635,2022-03-08,119,16,1,97
519,2056,2024-03-12,173,4,13,62
520,24268,2024-12-28,56,3,7,78
521,34200,2024-02-01,111,19,3,47
522,22572,2022-11-26,26,19,11,13
523,12340,2023-09-05,208,15,13,41
524,37370,2023-09-06,214,5,7,73
525,49321,2023-08-30,143,2,14,79
526,12601,2024-07-17,224,7,10,82
527,33729,2023-09-22,37,17,11,27
528,28313,2022-12-06,239,18,0,78
529,17524,2023-10-05,113,8,7,44
530,16828,2023-04-14,104,1,0,7
531,35672,2024-10-09,96,17,13,38
532,10675,2023-07-14,17,14,6,5
533,43687,2023-03-26,85,11,11,40
534,10752,2024-08-19,119,13,6,43
535,30020,2022-12-10,97,15,1,6
536,1744,2022-01-25,126,8,5,40
537,2856,2022-07-23,135,20,1,48
538,31210,2022-02-28,139,15,12,45
539,42317,2022-11-09,94,12,3,40
540,39074,2022-12-31,75,17,3,69
541,27633,2022-04-02,208,7,4,43
542,33257,2022-11-17,211,18,1,54
543,5394,2025-02-10,168,1,14,27
544,10296,2024-12-11,221,12,7,82
545,9674,2025-02-18,61,10,11,94
546,10874,2024-04-19,223,2,6,52
547,16850,2022-11-04,143,6,11,48
548,1598,2025-03-18,212,15,12,59
549,10498,2022-01-28,22,6,15,88
550,4564,2024-12-09,206,18,10,82
551,33279,2022-07-20,142,5,7,89
552,41470,2023-06-22,198,5,14,45
553,1984,2024-05-23,221,3,15,34
554,35146,2023-04-06,127,3,2,41
555,21492,2023-09-10,104,20,14,4
556,13029,2023-11-10,31,14,9,80
557,28167,2022-04-22,46,17,0,5
558,17676,2022-02-14,218,16,15,42
559,24394,2023-04-05,160,4,15,26
560,49867,2025-02-18,110,16,7,70
561,38191,2023-10-17,102,5,9,20
562,41306,2023-08-22,198,16,5,35
563,8796,2022-03-07,58,9,1,77
564,29673,2022-12-31,181,9,11,3
565,20536,2022-01-31,225,14,1,8
566,44734,2023-04-17,121,3,4,6
567,9533,2023-07-13,82,7,8,62
568,4627,2025-02-03,140,5,3,85
569,5865,2024-01-20,215,3,4,44
570,47070,2024-03-05,41,12,8,70
571,11615,2025-03-19,129,8,11,93
572,30492,2024-12-10,77,7,5,100
573,30434,2023-11-15,231,5,5,82
574,17317,2022-02-10,102,19,14,2
575,10075,2022-01-02,112,1,4,58
576,11643,2024-12-10,15,9,3,23
577,1772,2022-03-06,26,18,8,20
578,966,2024-10-31,124,15,1,75
579,45819,2024-07-09,119,11,5,72
580,2130,2024-11-09,97,10,7,41
581,9613,2023-05-09,147,7,8,75
582,37084,2022-10-20,6,11,0,88
583,33355,2022-10-17,229,6,6,12
584,5722,2024-06-16,223,17,6,39
585,11483,2023-09-26,71,16,8,94
586,2022,2024-03-12,39,9,11,54
587,12443,2023-04-24,111,11,1,90
588,34843,2024-06-02,81,12,13,12
589,29034,2022-10-11,78,9,9,85
590,18662,2024-08-22,155,4,4,68
591,12095,2022-07-12,151,18,15,60
592,20133,2024-01-27,96,9,9,65
593,36608,2024-01-18,176,20,0,89
594,19438,2022-03-05,183,9,3,28
595,35532,2024-03-04,65,3,14,59
596,49408,2023-06-01,98,5,15,76
597,14186,2022-04-23,11,14,6,51
598,2051,2024-06-19,228,14,0,31
599,19199,2024-12-03,48,5,5,49
600,38840,2023-09-07,136,16,5,31
601,17696,2022-05-02,153,16,4,65
602,21608,2023-02-04,239,8,8,59
603,1193,2024-06-20,215,11,9,85
604,36845,2022-11-06,13,1,8,78
605,19389,2024-03-28,93,7,14,69
606,37618,2022-04-24,189,7,1,46
607,23184,2025-03-07,221,2,5,91
608,5049,2024-10-30,132,15,4,82
609,12736,2024-05-19,190,10,3,21
610,33563,2023-10-24,159,16,14,94
611,47373,2024-09-18,34,1,2,54
612,36353,2023-08-25,77,8,13,72
613,28816,2024-05-12,149,4,15,84
614,10706,2024-11-28,116,14,1,47
615,28254,2023-02-12,219,14,5,18
616,23622,2024-07-15,236,17,7,24
617,37076,2022-12-02,169,12,14,49
618,31209,2025-03-05,158,1,8,11
619,35238,2023-07-16,219,5,11,24
620,22158,2023-02-25,192,7,14,59
621,17282,2022-05-16,144,3,10,1
622,41141,2024-11-06,202,16,5,92
623,14712,2025-02-25,195,5,1,92
624,32187,2023-07-13,52,13,12,24
625,34301,2024-02-06,75,8,15,99
626,27520,2023-01-15,35,4,7,23
627,37688,2025-01-28,141,1,4,28
628,15313,2022-12-07,118,8,0,0
629,12953,2022-06-25,124,5,7,8
630,21437,2022-12-18,142,19,12,60
631,23364,2022-11-04,230,6,13,51
632,2455,2024-07-07,153,8,11,35
633,25922,2022-08-23,164,3,6,65
634,35975,2023-04-28,122,1,11,98
635,26389,2022-08-02,162,11,6,40
636,8611,2023-11-13,233,2,3,73
637,16080,2023-10-05,214,1,5,19
638,2155,2023-06-29,233,10,11,64
639,34021,2025-03-04,40,18,10,20
640,44535,2022-12-08,104,1,13,55
641,17854,2024-07-06,179,5,4,80
642,16938,2023-09-10,4,6,0,85
643,20999,2024-11-28,115,20,4,46
644,9247,2024-09-20,63,5,2,63
645,11992,2024-07-11,29,1,2,76
646,9762,2022-01-27,29,6,10,87
647,38633,2022-07-23,40,15,12,88
648,6882,2022-12-12,235,13,3,11
649,25891,2024-11-01,65,9,4,35
650,44937,2024-04-28,64,15,0,81
651,14145,2024-05-09,51,20,5,83
652,7751,2024-06-04,40,15,7,33
653,22879,2022-01-17,202,12,7,88
654,20569,2025-03-05,233,8,0,18
655,28030,2023-10-27,40,11,14,91
656,38351,2023-07-02,193,7,3,82
657,3783,2024-07-19,138,8,7,8
658,17672,2023-05-06,166,11,9,67
659,27470,2022-05-02,136,2,7,1
660,4120,2024-02-07,173,18,8,74
661,6957,2022-01-06,84,2,12,47
662,48407,2024-01-06,200,9,4,20
663,20850,2023-11-10,65,2,9,38
664,13653,2023-05-23,128,10,5,89
665,33877,2023-03-28,75,19,15,43
666,20050,2023-05-15,166,10,0,95
667,15372,2025-02-24,15,16,4,34
668,11359,2023-01-09,204,2,5,71
669,14658,2022-03-19,199,19,4,60
670,41097,2023-06-10,225,18,5,22
671,47511,2024-11-16,184,17,5,76
672,7387,2024-08-25,137,11,1,30
673,18745,2023-10-25,201,20,4,48
674,30039,2024-05-08,107,12,13,4
675,41976,2024-11-27,201,14,0,8
676,44325,2024-08-31,82,10,3,26
677,6331,2023-01-08,60,17,9,60
678,7665,2023-09-12,160,7,5,0
679,22704,2024-01-03,189,15,15,19
680,34088,2023-04-27,97,20,0,8
681,18376,2023-04-05,17,5,11,59
682,44444,2024-11-12,56,7,14,2
683,5771,2024-09-22,227,11,7,12
684,33074,2023-03-05,202,4,8,62
685,27155,2023-08-03,168,17,14,33
686,46170,2022-06-25,183,3,5,89
687,9824,2023-12-02,19,7,5,76
688,48472,2023-08-01,28,1,9,14
689,40417,2022-08-04,24,4,8,5
690,20026,2024-06-21,3,19,0,63
691,4888,2023-03-02,144,12,6,59
692,36767,2023-05-13,79,18,9,21
693,41065,2024-08-26,90,15,11,99
694,37967,2025-02-26,113,19,2,26
695,14353,2022-11-11,54,6,12,31
696,17136,2025-03-13,120,6,9,48
