payment_id,customer_id,payment_date,amount,payment_method,payment_status,currency
288,46653,2022-02-20,99,UPI,Failed,INR
289,22442,2024-12-27,199,Bank Transfer,Pending,EUR
290,26751,2023-04-19,15,UPI,Pending,EUR
291,3792,2022-01-12,35,Bank Transfer,Pending,EUR
292,15775,2023-12-12,35,PayPal,Failed,INR
293,10984,2022-09-02,35,UPI,Pending,USD
294,10307,2024-04-03,99,Credit Card,Completed,EUR
295,4203,2024-04-01,99,Bank Transfer,Completed,INR
296,34151,2024-11-09,199,Credit Card,Failed,EUR
297,48210,2022-07-26,35,Bank Transfer,Failed,USD
298,27234,2024-03-02,15,Bank Transfer,Failed,USD
299,26156,2023-02-09,35,Credit Card,Pending,USD
300,27947,2025-01-11,35,PayPal,Completed,INR
301,49674,2023-02-26,35,Bank Transfer,Completed,INR
302,25324,2022-05-10,99,PayPal,Completed,INR
303,43241,2022-08-30,15,Credit Card,Completed,EUR
304,3031,2023-10-07,35,PayPal,Pending,USD
305,25640,2023-07-25,35,PayPal,Pending,EUR
306,24888,2023-01-05,199,Credit Card,Failed,USD
307,28641,2023-05-24,99,Credit Card,Failed,USD
308,11790,2024-01-15,35,Bank Transfer,Pending,INR
309,17767,2024-08-06,199,Credit Card,Completed,INR
310,43089,2024-08-25,35,Bank Transfer,Completed,INR
311,43373,2024-05-17,15,Credit Card,Pending,INR
312,20279,2023-06-20,35,UPI,Failed,EUR
313,36833,2023-11-01,99,PayPal,Completed,USD
314,49523,2023-12-10,99,UPI,Pending,USD
315,13306,2023-07-20,199,Credit Card,Pending,USD
316,49544,2022-03-30,99,Credit Card,Pending,USD
317,20276,2022-02-03,35,Bank Transfer,Pending,INR
318,47182,2023-04-20,35,Credit Card,Failed,USD
319,34438,2025-02-12,99,PayPal,Completed,USD
320,29961,2023-06-11,199,PayPal,Pending,USD
321,43625,2022-03-27,199,UPI,Pending,EUR
322,30294,2024-01-30,99,UPI,Pending,USD
323,26996,2023-07-17,99,UPI,Pending,EUR
324,20793,2023-02-09,35,UPI,Failed,USD
325,39331,2023-02-27,199,Credit Card,Pending,USD
326,8607,2024-06-03,99,PayPal,Failed,EUR
327,2000,2024-01-25,35,Bank Transfer,Pending,EUR
328,33400,2023-02-22,99,Credit Card,Completed,EUR
329,48742,2022-09-12,199,Credit Card,Failed,INR
330,34992,2022-05-07,15,Credit Card,Pending,USD
331,9405,2022-09-11,15,Credit Card,Completed,EUR
332,25276,2024-04-21,15,Credit Card,Pending,EUR
333,32425,2024-04-02,15,UPI,Completed,INR
334,8223,2022-10-15,15,PayPal,Failed,USD
335,18029,2024-07-27,15,Credit Card,Failed,INR
336,42602,2024-01-13,99,Credit Card,Failed,INR
337,5389,2022-12-30,199,UPI,Failed,INR
338,36023,2025-01-25,35,UPI,Failed,INR
339,18572,2022-06-13,15,UPI,Pending,INR
340,12330,2023-04-27,15,Credit Card,Completed,INR
341,37519,2023-05-17,15,PayPal,Pending,EUR
342,35133,2024-07-31,15,Bank Transfer,Failed,USD
343,17453,2022-02-11,35,Credit Card,Completed,USD
344,24375,2022-08-24,199,UPI,Failed,INR
345,28463,2023-01-15,35,Bank Transfer,Failed,USD
346,36049,2022-08-15,15,Bank Transfer,Completed,INR
347,45895,2024-12-01,199,UPI,Pending,INR
348,26341,2023-10-11,99,Credit Card,Completed,USD
349,15313,2022-07-18,99,Bank Transfer,Completed,EUR
350,44897,2023-08-04,35,Credit Card,Pending,EUR
351,14531,2022-08-23,99,PayPal,Completed,INR
352,44282,2024-05-06,35,PayPal,Failed,INR
353,3396,2022-03-20,199,PayPal,Completed,INR
354,13143,2024-04-01,199,Bank Transfer,Completed,INR
355,5646,2023-11-06,199,UPI,Failed,EUR
356,5581,2023-12-25,99,UPI,Failed,USD
357,36488,2025-03-16,15,Credit Card,Pending,USD
358,9038,2024-07-11,35,UPI,Completed,INR
359,8904,2024-12-17,35,Bank Transfer,Failed,INR
360,42015,2024-10-04,99,Credit Card,Completed,INR
361,12647,2023-01-21,199,UPI,Failed,USD
362,8010,2022-03-19,35,PayPal,Pending,INR
363,19947,2024-03-27,99,Bank Transfer,Pending,EUR
364,36628,2023-03-31,199,PayPal,Pending,EUR
365,23025,2022-03-28,99,Bank Transfer,Failed,EUR
366,5748,2022-02-11,199,Credit Card,Pending,EUR
367,40422,2025-01-17,35,UPI,Pending,USD
368,47565,2023-08-30,15,Bank Transfer,Failed,INR
369,11641,2024-07-04,15,Credit Card,Failed,INR
370,44781,2024-02-13,199,UPI,Failed,USD
371,33813,2024-06-29,99,PayPal,Pending,USD
372,43527,2022-09-27,35,Credit Card,Completed,INR
373,32036,2024-03-28,99,Credit Card,Pending,USD
374,858,2023-07-01,35,Bank Transfer,Failed,EUR
375,2434,2024-04-03,99,Bank Transfer,Pending,USD
376,42755,2022-08-07,35,Credit Card,Completed,INR
377,44150,2024-06-01,99,Bank Transfer,Completed,USD
378,19192,2025-03-05,35,PayPal,Failed,INR
379,23465,2024-12-29,35,Bank Transfer,Failed,USD
380,6733,2022-03-29,15,Bank Transfer,Completed,INR
381,23555,2024-02-16,35,PayPal,Failed,EUR
382,4745,2022-12-10,199,PayPal,Failed,USD
383,42960,2025-03-14,199,PayPal,Pending,INR
384,21579,2022-10-17,35,Bank Transfer,Failed,EUR
385,31781,2023-05-31,35,Credit Card,Pending,EUR
386,48271,2022-03-14,199,PayPal,Pending,INR
387,43569,2024-09-13,35,Credit Card,Failed,EUR
388,33918,2024-05-17,199,Bank Transfer,Completed,USD
389,23433,2023-12-07,35,Bank Transfer,Failed,USD
390,1734,2022-04-04,199,PayPal,Pending,INR
391,42201,2022-08-05,35,PayPal,Completed,INR
392,27333,2024-04-19,15,PayPal,Failed,INR
393,24629,2023-07-09,35,Bank Transfer,Pending,INR
394,31618,2024-08-17,15,Credit Card,Failed,EUR
395,43952,2022-05-11,15,Credit Card,Failed,EUR
396,44921,2024-05-24,15,Credit Card,Completed,INR
397,16156,2023-08-11,199,Credit Card,Pending,USD
398,34248,2022-01-30,99,UPI,Completed,USD
399,37386,2022-09-03,199,Credit Card,Failed,INR
400,8685,2022-04-11,199,UPI,Completed,INR
401,48878,2023-10-20,35,Credit Card,Failed,EUR
402,20126,2024-03-19,199,Credit Card,Pending,USD
403,48475,2023-04-22,199,PayPal,Failed,INR
404,14528,2024-09-17,15,PayPal,Completed,EUR
405,32323,2025-01-31,35,PayPal,Completed,EUR
406,47145,2022-10-08,35,UPI,Pending,USD
407,21247,2022-09-17,199,Bank Transfer,Completed,USD
408,4702,2023-08-01,15,UPI,Pending,EUR
409,7390,2024-01-30,35,Bank Transfer,Completed,USD
410,13512,2024-11-26,35,PayPal,Failed,INR
411,47474,2025-02-20,199,PayPal,Failed,EUR
412,24853,2023-02-22,199,Credit Card,Pending,INR
413,46659,2022-09-09,199,PayPal,Failed,INR
414,6645,2024-04-19,199,PayPal,Completed,USD
415,14185,2025-01-29,199,Credit Card,Failed,USD
416,6666,2023-05-20,15,Bank Transfer,Failed,USD
417,20434,2022-11-08,35,Credit Card,Pending,USD
418,23431,2024-03-19,99,PayPal,Failed,EUR
419,12033,2023-03-15,35,UPI,Failed,INR
420,48838,2024-09-22,15,Credit Card,Pending,EUR
421,47344,2023-07-23,15,Bank Transfer,Pending,INR
422,32067,2023-02-12,35,Credit Card,Failed,USD
423,7768,2023-06-23,99,PayPal,Completed,INR
424,26587,2022-01-12,15,Credit Card,Pending,USD
425,36842,2024-02-28,15,UPI,Pending,EUR
426,19178,2023-03-10,15,Credit Card,Completed,USD
427,1190,2024-04-24,99,UPI,Failed,EUR
428,28336,2024-07-19,15,PayPal,Pending,INR
429,14589,2022-04-15,199,PayPal,Pending,INR
430,17311,2025-04-05,35,Credit Card,Failed,EUR
431,24335,2022-11-27,99,Credit Card,Completed,USD
432,6029,2022-11-22,99,UPI,Pending,INR
433,15014,2025-04-10,199,UPI,Pending,USD
434,42200,2025-01-26,35,Bank Transfer,Failed,EUR
435,14190,2023-10-16,35,UPI,Completed,INR
436,36225,2023-01-03,99,PayPal,Pending,USD
437,3437,2024-09-27,35,PayPal,Completed,USD
438,11613,2022-10-02,99,Credit Card,Pending,INR
439,2399,2023-02-03,35,PayPal,Pending,INR
440,26482,2022-02-24,99,Credit Card,Completed,EUR
441,16808,2025-04-04,199,UPI,Pending,INR
442,8601,2024-05-05,35,Credit Card,Pending,INR
443,41944,2023-11-25,35,UPI,Failed,USD
444,46532,2024-01-17,15,Bank Transfer,Completed,USD
445,89,2024-05-31,199,UPI,Failed,INR
446,16320,2024-09-17,35,PayPal,Completed,USD
447,42857,2024-04-27,99,Credit Card,Failed,EUR
448,34799,2023-10-06,15,UPI,Pending,USD
449,28112,2022-01-27,35,Credit Card,Pending,INR
450,42058,2023-10-21,199,Credit Card,Pending,USD
451,22986,2023-01-20,15,Credit Card,Pending,INR
452,3758,2022-07-03,15,UPI,Failed,USD
453,42418,2024-04-22,199,Credit Card,Pending,INR
454,33177,2022-10-10,15,PayPal,Failed,EUR
455,25736,2022-06-30,99,PayPal,Completed,INR
456,4315,2023-07-03,99,PayPal,Completed,INR
457,3357,2022-05-31,99,Bank Transfer,Completed,USD
458,30944,2023-05-08,99,PayPal,Failed,INR
459,2108,2023-03-01,99,Bank Transfer,Pending,INR
460,34968,2024-04-22,35,UPI,Completed,INR
461,46172,2024-06-16,15,PayPal,Pending,EUR
462,37689,2022-08-06,35,PayPal,Completed,EUR
463,34749,2023-11-05,99,UPI,Failed,EUR
464,17098,2023-11-15,199,Bank Transfer,Pending,INR
465,10119,2024-11-19,99,PayPal,Failed,EUR
466,19092,2024-06-15,15,Credit Card,Completed,INR
467,38649,2023-12-18,15,PayPal,Pending,INR
468,6677,2023-10-10,99,UPI,Pending,USD
469,16988,2022-11-28,199,Credit Card,Completed,USD
470,30835,2023-10-10,199,Credit Card,Failed,EUR
471,35536,2022-11-15,199,UPI,Pending,USD
472,2862,2024-01-02,199,PayPal,Completed,INR
473,15298,2024-01-26,199,Credit Card,Completed,USD
474,15078,2022-06-23,199,Credit Card,Pending,USD
475,1701,2023-02-27,15,Credit Card,Completed,EUR
476,26969,2024-10-21,199,PayPal,Failed,INR
477,20569,2023-11-08,199,Credit Card,Pending,USD
478,26327,2022-09-01,35,Bank Transfer,Pending,USD
479,25063,2023-01-06,15,Bank Transfer,Pending,INR
480,188,2023-03-10,15,Bank Transfer,Completed,INR
481,26498,2022-01-14,99,PayPal,Completed,USD
482,11290,2023-01-08,15,Credit Card,Completed,EUR
483,11173,2023-05-18,35,Credit Card,Completed,EUR
484,31862,2024-07-25,99,Credit Card,Pending,USD
485,18233,2025-03-27,99,UPI,Completed,USD
486,4984,2022-11-09,35,Credit Card,Failed,INR
487,13825,2023-07-18,99,UPI,Completed,EUR
488,27017,2022-09-07,15,Credit Card,Failed,INR
489,25927,2023-06-12,15,PayPal,Completed,INR
490,23971,2022-08-08,99,PayPal,Failed,EUR
491,16879,2024-02-24,199,UPI,Completed,USD
492,32595,2024-04-07,99,Bank Transfer,Completed,INR
493,21939,2024-08-17,35,Credit Card,Failed,EUR
494,33526,2022-06-17,99,Bank Transfer,Pending,EUR
495,11089,2023-03-05,99,PayPal,Failed,EUR
496,11052,2024-08-28,15,UPI,Completed,USD
497,26328,2024-09-04,15,UPI,Pending,USD
498,12601,2023-12-09,15,Bank Transfer,Pending,USD
499,5314,2022-10-22,99,PayPal,Completed,EUR
500,33238,2022-06-27,35,Bank Transfer,Completed,EUR
501,874,2023-12-23,35,PayPal,Pending,INR
502,8715,2024-02-11,199,UPI,Pending,USD
503,23220,2024-11-10,99,Credit Card,Failed,EUR
504,13252,2023-11-10,199,Bank Transfer,Failed,EUR
505,13052,2022-01-10,15,UPI,Completed,INR
506,29444,2023-10-29,15,Bank Transfer,Pending,INR
507,13809,2023-01-14,15,PayPal,Completed,INR
508,40585,2022-04-12,99,Bank Transfer,Completed,USD
509,2158,2023-12-14,199,Bank Transfer,Completed,USD
510,43591,2023-02-02,199,Bank Transfer,Failed,INR
511,27853,2024-11-26,99,Bank Transfer,Failed,INR
512,34495,2024-07-21,35,PayPal,Pending,USD
513,1977,2024-03-25,35,UPI,Pending,USD
514,23131,2023-08-29,199,Bank Transfer,Pending,USD
515,35744,2022-12-15,199,Bank Transfer,Failed,USD
516,11,2022-08-22,15,PayPal,Completed,EUR
